Nid;Títol;Tipus;Autor;Num. Inventari;Alçada;Amplada;Col·lecció;Inici;Imatge;Subjecte representat;Localització;Col·lecció;Carrer;Codi catàleg;Coordenades;Diócesis;Estatus;Gènere;Material utilitzat;Part de;Població;Wikilink
11587;Ex Libris Louis Graf. (Museu Nacional d'Art de Catalunya, inv 162386-G);Estampa;;162386-G;102;74;Secció de Gravats (MNAC);1899;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27564140
11588;Ex Libris Louis Lion;Estampa;;162319-G;161;102;Secció de Gravats (MNAC);1907;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27563097
11589;Ex Libris Louise Dürr Kekler;Estampa;;160440-g;144;94;Secció de Gravats (MNAC);1901;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27563039
11590;Ex Libris Louise Dürr Kekler (Museu Nacional d'Art de Catalunya, inv 160441-G);Estampa;;160441-G;144;94;Secció de Gravats (MNAC);1901;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27563045
11591;Ex Libris Ludwig Saeng;Estampa;;161475-G;148;11;Secció de Gravats (MNAC);1905;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27560044
11592;Ex Libris Ludwig Saeng (Museu Nacional d'Art de Catalunya, inv 161733-G);Estampa;;161733-G;145;11;Secció de Gravats (MNAC);1901;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27561394
11593;Ex Libris Ludwig Saeng (Museu Nacional d'Art de Catalunya, inv 161734-G);Estampa;;161734-G;146;111;Secció de Gravats (MNAC);1901;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27561396
11594;Ex Libris Ludwig Saeng (Museu Nacional d'Art de Catalunya, inv 163891-G);Estampa;Alexandre de Riquer i Ynglada;163891-G;21;14;Secció de Gravats (MNAC);1902;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27564593
11595;Ex Libris Ludwing & Valerie Brettaver;Estampa;;161342-G;95;62;Secció de Gravats (MNAC);1898;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27562541
11596;Ex Libris Luis M. Febrer;Estampa;Alexandre de Riquer i Ynglada;163861-G;151;66;Secció de Gravats (MNAC);1903;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27564533
11597;Ex Libris Lux. W.Koch;Estampa;;162371-G;114;81;Secció de Gravats (MNAC);1903;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27563324
11598;Ex Libris Lux.W.Koch;Estampa;;162370-G;114;8;Secció de Gravats (MNAC);1905;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27563332
11599;Ex Libris Lörenz M. Rheude;Estampa;Q1276383;161836-G;107;72;Secció de Gravats (MNAC);1903;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27563286
11600;Ex Libris MARGARETHE STRAUSS MCMII;Estampa;;161691-G;7;101;Secció de Gravats (MNAC);1902;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27561398
11601;Ex Libris Macario Fau;Estampa;Alexandre de Riquer i Ynglada;163877-G;8;115;Secció de Gravats (MNAC);1902;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27564587
11602;Ex Libris Marg Brockelmann;Estampa;Julius von Klever;161786-G;165;117;Secció de Gravats (MNAC);1904;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27563026
11603;Ex Libris Maria Hell;Estampa;Q1352318;161331-G;154;106;Secció de Gravats (MNAC);1907;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27559966
11604;Ex Libris Maria Hell (Museu Nacional d'Art de Catalunya, inv 161332-G);Estampa;Q1352318;161332-G;105;75;Secció de Gravats (MNAC);1907;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27559969
11605;Ex Libris Maria Kesselbach;Estampa;Q456371;160941-G;94;72;Secció de Gravats (MNAC);1860;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27563252
11606;Ex Libris Maria Kesselbach (Museu Nacional d'Art de Catalunya, inv 160942-G);Estampa;Q456371;160942-G;95;73;Secció de Gravats (MNAC);1860;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27563260
11607;Ex Libris Maria Kesselbach (Museu Nacional d'Art de Catalunya, inv 160943-G);Estampa;Q456371;160943-G;92;72;Secció de Gravats (MNAC);1860;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27563266
11608;Ex Libris Maria Kesselbach (Museu Nacional d'Art de Catalunya, inv 160944-G);Estampa;Q456371;160944-G;92;72;Secció de Gravats (MNAC);1860;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27563274
11609;Ex Libris Maria Kesselbach (Museu Nacional d'Art de Catalunya, inv 160945-G);Estampa;Q456371;160945-G;94;72;Secció de Gravats (MNAC);1860;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27563281
11610;Ex Libris Martha Cermann;Estampa;Willi Geiger;161547-G;163;134;Secció de Gravats (MNAC);1905;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27560667
11611;Ex Libris Max Ravoth;Estampa;Q315103;160831-G;12;96;Secció de Gravats (MNAC);1899;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27560743
11612;Ex Libris Maximilian K.Rohe;Estampa;Willi Geiger;161548-G;145;127;Secció de Gravats (MNAC);1905;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27560670
11613;Ex Libris Meis Gustav Fröhde;Estampa;;161286-G;109;78;Secció de Gravats (MNAC);1895;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27562466
11614;Ex Libris Mieze Brejtunc;Estampa;;161739-G;103;10;Secció de Gravats (MNAC);1904;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27561611
11615;Ex Libris Musicis D. Maria Vermeulen;Estampa;Q21395982;162312-G;134;111;Secció de Gravats (MNAC);1901;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27561401
11616;Ex Libris N.A.J. von Marion;Estampa;Q2023086;161815-G;97;72;Secció de Gravats (MNAC);1904;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27562409
11617;Ex Libris Nanu 1;Estampa;Alexandre de Riquer i Ynglada;163878-G;162;182;Secció de Gravats (MNAC);1903;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27564554
11618;Ex Libris O.Retowski;Estampa;;162320-G;108;99;Secció de Gravats (MNAC);1907;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27561620
11619;Ex Libris O.Retowski (Museu Nacional d'Art de Catalunya, inv 162321-G);Estampa;;162321-G;108;99;Secció de Gravats (MNAC);1907;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27561624
11620;Ex Libris O.Retowski (Museu Nacional d'Art de Catalunya, inv 162322-G);Estampa;;162322-G;108;99;Secció de Gravats (MNAC);1907;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27561628
11621;Ex Libris O.Retowski (Museu Nacional d'Art de Catalunya, inv 162323-G);Estampa;;162323-G;108;99;Secció de Gravats (MNAC);1907;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27561633
11622;Ex Libris OTTO PFEIFFER;Estampa;;161738-G;133;12;Secció de Gravats (MNAC);1830;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27561608
11623;Ex Libris Oriol Marti;Estampa;Alexandre de Riquer i Ynglada;163886-G;153;134;Secció de Gravats (MNAC);1904;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27565108
11624;Ex Libris Ottilae de Gaisberg;Estampa;Q1555530;160602-G;115;66;Secció de Gravats (MNAC);1897;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27562449
11625;Ex Libris Otto Bertschi;Estampa;;162406-G;108;78;Secció de Gravats (MNAC);1904;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27562074
11626;Ex Libris Otto Heinsheimer;Estampa;Q456371;160936-G;85;7;Secció de Gravats (MNAC);1860;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27560058
11627;Ex Libris Otto Heinsheimer (Museu Nacional d'Art de Catalunya, inv 160937-G);Estampa;Q456371;160937-G;82;67;Secció de Gravats (MNAC);1860;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27560061
11628;Ex Libris Pastoris;Estampa;Q6216686;161231-G;145;112;Secció de Gravats (MNAC);1895;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27562935
11629;Ex Libris Pau Font de Rubinat;Estampa;Alexandre de Riquer i Ynglada;162279-G;136;67;Secció de Gravats (MNAC);1902;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27565195
11630;Ex Libris Paul Czihatzky;Estampa;;161965-G;12;83;Secció de Gravats (MNAC);1905;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27562601
11631;Ex Libris Paul Ephraim;Estampa;;161241-G;123;75;Secció de Gravats (MNAC);1870;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27561500
11632;Ex Libris Paul Helm;Estampa;;160718-G;127;79;Secció de Gravats (MNAC);1903;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27563080
11633;Ex Libris Paul Sacher;Estampa;Willi Geiger;161543-G;17;148;Secció de Gravats (MNAC);1905;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27560665
11634;Ex Libris Paula Marx;Estampa;;162896-G;9;7;Secció de Gravats (MNAC);1904;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27563085
11635;Ex Libris Pedro Grau Maristany;Estampa;Alexandre de Riquer i Ynglada;163881-G;162;125;Secció de Gravats (MNAC);1911;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27564544
11636;Ex Libris Peter Dalm;Estampa;Willi Geiger;161429-G;165;12;Secció de Gravats (MNAC);1905;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27560653
11637;Ex Libris Philipp Strasser;Estampa;;161782-G;108;81;Secció de Gravats (MNAC);1902;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27561854
11638;Ex Libris Philipp Strasser Salzburg;Estampa;;161499-G;209;108;Secció de Gravats (MNAC);1905;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27561588
11639;Ex Libris Philipp Strasser Salzburg (Museu Nacional d'Art de Catalunya, inv 161500-G);Estampa;;161500-G;209;108;Secció de Gravats (MNAC);1905;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27561592
11640;Ex Libris R.W.Braungart;Estampa;Willi Geiger;161544-G;138;121;Secció de Gravats (MNAC);1905;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27560666
11641;Ex Libris Rafel Patxot;Estampa;Alexandre de Riquer i Ynglada;162252-G;126;68;Secció de Gravats (MNAC);1901;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27564481
11642;Ex Libris Rafel Patxot (Museu Nacional d'Art de Catalunya, inv 162253-G);Estampa;Alexandre de Riquer i Ynglada;162253-G;145;97;Secció de Gravats (MNAC);1901;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27565224
11643;Ex Libris Riaraweiss;Estampa;Willi Geiger;161534-G;172;12;Secció de Gravats (MNAC);1904;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27560642
11644;Ex Libris Richard Knittel;Estampa;Q15454146;161615-G;131;83;Secció de Gravats (MNAC);1898;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27561727
11645;Ex Libris Richard Steudel;Estampa;Alexander Eckener;162285-G;219;159;Secció de Gravats (MNAC);1907;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27559608
11646;Ex Libris Richard Weigmann;Estampa;;162037-G;133;99;Secció de Gravats (MNAC);1900;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27560789
11647;Ex Libris Rita Benapres;Estampa;Alexandre de Riquer i Ynglada;163875-G;15;122;Secció de Gravats (MNAC);1902;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27565235
11648;Ex Libris Robschinsky 1900;Estampa;;162336-G;12;85;Secció de Gravats (MNAC);1900;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27563996
11649;Ex Libris Robschinsky 1900 (Museu Nacional d'Art de Catalunya, inv 162337-G);Estampa;;162337-G;158;119;Secció de Gravats (MNAC);1900;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27564003
11650;Ex Libris Rudolf Neumam;Estampa;Willi Geiger;161442-G;13;15;Secció de Gravats (MNAC);1903;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27560602
11651;Ex Libris Rudolf Rieth;Estampa;Willi Geiger;161411-G;7;13;Secció de Gravats (MNAC);1908;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27564392
11652;Ex Libris S.S;Estampa;Q12314536;161494-G;111;72;Secció de Gravats (MNAC);1909;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27560018
11653;Ex Libris Salvador Vilaregut;Estampa;Alexandre de Riquer i Ynglada;163884-G;85;116;Secció de Gravats (MNAC);1902;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27565152
11654;Ex Libris Sepp.Gradl;Estampa;Willi Geiger;161538-G;134;127;Secció de Gravats (MNAC);1905;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27560659
11655;Ex Libris Sophie Christ;Estampa;Q1100000;161766-G;126;79;Secció de Gravats (MNAC);1896;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27561437
11656;Ex Libris Sophie Glücksmann;Estampa;;162007-G;198;151;Secció de Gravats (MNAC);1906;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27563671
11657;Ex Libris Sophie Kaiser München;Estampa;;161910-G;114;81;Secció de Gravats (MNAC);1898;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27562726
11658;Ex Libris Theo.V.Rommel;Estampa;Q21395982;162313-G;128;94;Secció de Gravats (MNAC);1901;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27561402
11659;Ex Libris Torsten Uggla;Estampa;Q16649930;162360-G;112;88;Secció de Gravats (MNAC);1903;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27562943
11660;Ex Libris V.Friederburgs;Estampa;;161318-G;14;92;Secció de Gravats (MNAC);1905;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27561707
11661;Ex Libris Vismarck;Estampa;;161302-G;141;99;Secció de Gravats (MNAC);1898;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27563872
11662;Ex Libris Von Pfannenberg;Estampa;;161265-G;93;83;Secció de Gravats (MNAC);1902;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27562112
11663;Ex Libris W.Geiger;Estampa;Willi Geiger;161432-G;17;12;Secció de Gravats (MNAC);1905;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27560654
11664;Ex Libris W.Rheinfelder;Estampa;Willi Geiger;161559-G;156;143;Secció de Gravats (MNAC);1905;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27560675
11665;Ex Libris W.Rheinfelder (Museu Nacional d'Art de Catalunya, inv 161448-G);Estampa;Willi Geiger;161448-G;112;105;Secció de Gravats (MNAC);1905;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27564293
11666;Ex Libris Waldermar Bonsers;Estampa;Willi Geiger;161549-G;14;164;Secció de Gravats (MNAC);1905;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27560671
11667;Ex Libris Walter Mendelssohn;Estampa;;161783-G;95;112;Secció de Gravats (MNAC);1904;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27559991
11668;Ex Libris Walter Mendelssohn (Museu Nacional d'Art de Catalunya, inv 161784-G);Estampa;;161784-G;95;112;Secció de Gravats (MNAC);1904;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27561897
11669;Ex Libris Walter Mendelssohn (Museu Nacional d'Art de Catalunya, inv 161785-G);Estampa;;161785-G;95;113;Secció de Gravats (MNAC);1904;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27561940
11670;Ex Libris Walter Zimmermann;Estampa;Willi Geiger;161554-G;152;118;Secció de Gravats (MNAC);1906;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27560709
11671;Ex Libris Walter von zur Westen;Estampa;Q880532;161504-G;96;135;Secció de Gravats (MNAC);1899;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27562783
11672;Ex Libris Walther Rimter;Estampa;Willi Geiger;161539-G;145;126;Secció de Gravats (MNAC);1905;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27560660
11673;Ex Libris Wanda Rex;Estampa;;161382-G;105;84;Secció de Gravats (MNAC);1902;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27562475
11674;Ex Libris Wanda Rex (Museu Nacional d'Art de Catalunya, inv 161383-G);Estampa;;161383-G;105;84;Secció de Gravats (MNAC);1902;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27562482
11675;Ex Libris Wilhelm Buek;Estampa;Q1100000;161762-G;16;119;Secció de Gravats (MNAC);1898;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27561441
11676;Ex Libris Wilhelm Demharter;Estampa;Q1038247;161855-G;14;112;Secció de Gravats (MNAC);1810;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27563020
11677;Ex Libris Wilhelm Stolzenburg;Estampa;Willi Geiger;161403-G;83;119;Secció de Gravats (MNAC);1906;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27564344
11678;Ex Libris Will Vesper;Estampa;Willi Geiger;161463-G;103;6;Secció de Gravats (MNAC);1904;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27560618
11679;Ex Libris Will Vesper (Museu Nacional d'Art de Catalunya, inv 161398-G);Estampa;Willi Geiger;161398-G;133;99;Secció de Gravats (MNAC);1904;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27564180
11680;Ex Libris joh Bramberger;Estampa;Alexander Demetrius Goltz;161305-G;7;97;Secció de Gravats (MNAC);1899;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27560828
11681;Ex Libris joh Bramberger (Museu Nacional d'Art de Catalunya, inv 161306-G);Estampa;Alexander Demetrius Goltz;161306-G;82;112;Secció de Gravats (MNAC);1899;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27560829
11682;Ex Libris joh Bramberger (Museu Nacional d'Art de Catalunya, inv 161308-G);Estampa;Alexander Demetrius Goltz;161308-G;98;128;Secció de Gravats (MNAC);1899;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27560832
11683;Ex Libris von Erich aschenheim;Estampa;Willi Geiger;161562-G;20;152;Secció de Gravats (MNAC);1902;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27560589
11684;Ex Libris-Richard-Troplowitz;Estampa;Alois Kolb;161832-G;17;138;Secció de Gravats (MNAC);1903;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27559785
11685;Ex Libris/ Laforest;Estampa;anònim;164269-G;117;102;Secció de Gravats (MNAC);1900;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27569236
11686;Ex Llibris Dr. Paul Ebers;Estampa;;162016-G;127;77;Secció de Gravats (MNAC);1905;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27562531
11687;Ex libris A. de Riquer y Palau;Estampa;Alexandre de Riquer i Ynglada;163876-G;75;107;Secció de Gravats (MNAC);1904;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27564600
11688;Ex libris ARY [Alexandre de Riquer Ynglada];Estampa;Alexandre de Riquer i Ynglada;163890-G;105;6;Secció de Gravats (MNAC);1904;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27564527
11689;Ex libris Adolf Bial;Estampa;Q1352143;162056-G;153;128;Secció de Gravats (MNAC);1903;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27559955
11690;Ex libris Adolf Bial (Museu Nacional d'Art de Catalunya, inv 162057-G);Estampa;Q1352143;162057-G;149;117;Secció de Gravats (MNAC);1903;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27559956
11691;Ex libris Aina Cucurull i Castells;Estampa;Marià Castells i Simón;162083-G;139;9;Secció de Gravats (MNAC);1910;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27565420
11692;Ex libris Alfons Gallardo;Estampa;Alexandre de Riquer i Ynglada;163863-G;99;65;Secció de Gravats (MNAC);1904;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27564525
11693;Ex libris Andrée Bearn;Estampa;Alexandre de Riquer i Ynglada;160334-G;13;36;Secció de Gravats (MNAC);1904;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27565245
11694;Ex libris Anton Dalmau;Estampa;Alexandre de Riquer i Ynglada;163896-G;22;143;Secció de Gravats (MNAC);1914;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27565145
11695;Ex libris Antoni Dalmau;Estampa;Alexandre de Riquer i Ynglada;163866-G;22;142;Secció de Gravats (MNAC);1902;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27565256
11696;Ex libris Ariderici de Haupt;Estampa;;160479-G;146;112;Secció de Gravats (MNAC);1898;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27560882
11697;Ex libris Arthur Roekler;Estampa;Willi Geiger;161556-G;178;128;Secció de Gravats (MNAC);1902;;;Museu Nacional d'Art de Catalunya;Secció de Gravats (MNAC);;;;;;;;;;http://www.wikidata.org/entity/Q27560587
