Nid;Títol;Tipus;Autor;Num. Inventari;Alçada;Amplada;Col·lecció;Inici;Imatge;Subjecte representat;Localització;Col·lecció;Carrer;Codi catàleg;Coordenades;Diócesis;Estatus;Gènere;Material utilitzat;Part de;Població;Wikilink
2409;Apunt (Museu d'Art Modern de Tarragona, inv 1220-35);Dibuix;Julio Antonio;1220-35;135;217;Museu d'Art Modern de Tarragona;1905-01-01T00:00:00Z;;;;Museu d'Art Modern de Tarragona;;;1.258440599 41.11721560;;;;;;;http://www.wikidata.org/entity/Q24254842
2410;Apunt (Museu d'Art Modern de Tarragona, inv 1220-36 v);Dibuix;Julio Antonio;1220-36 v;135;217;Museu d'Art Modern de Tarragona;1905-01-01T00:00:00Z;;;;Museu d'Art Modern de Tarragona;;;1.258440599 41.11721560;;;;;;;http://www.wikidata.org/entity/Q24254847
2411;Apunt (Museu d'Art Modern de Tarragona, inv 1220-36);Dibuix;Julio Antonio;1220-36;135;217;Museu d'Art Modern de Tarragona;1905-01-01T00:00:00Z;;;;Museu d'Art Modern de Tarragona;;;1.258440599 41.11721560;;;;;;;http://www.wikidata.org/entity/Q24254845
2412;Apunt (Museu d'Art Modern de Tarragona, inv 1220-37 v);Dibuix;Julio Antonio;1220-37 v;135;217;Museu d'Art Modern de Tarragona;1905-01-01T00:00:00Z;;;;Museu d'Art Modern de Tarragona;;;1.258440599 41.11721560;;;;;;;http://www.wikidata.org/entity/Q24254848
2413;Apunt (Museu d'Art Modern de Tarragona, inv 1220-39 v);Dibuix;Julio Antonio;1220-39 v;135;217;Museu d'Art Modern de Tarragona;1905-01-01T00:00:00Z;;;;Museu d'Art Modern de Tarragona;;;1.258440599 41.11721560;;;;;;;http://www.wikidata.org/entity/Q24254851
2414;Apunt (Museu d'Art Modern de Tarragona, inv 1220-39);Dibuix;Julio Antonio;1220-39;135;217;Museu d'Art Modern de Tarragona;1905-01-01T00:00:00Z;;;;Museu d'Art Modern de Tarragona;;;1.258440599 41.11721560;;;;;;;http://www.wikidata.org/entity/Q24254850
2415;Apunt (Museu d'Art Modern de Tarragona, inv 1221-10 v);Dibuix;Julio Antonio;1221-10 v;173;253;Museu d'Art Modern de Tarragona;1900-01-01T00:00:00Z;;;;Museu d'Art Modern de Tarragona;;;1.258440599 41.11721560;;;;;;;http://www.wikidata.org/entity/Q24256629
2416;Apunt (Museu d'Art Modern de Tarragona, inv 1221-11);Dibuix;Julio Antonio;1221-11;173;253;Museu d'Art Modern de Tarragona;1900-01-01T00:00:00Z;;;;Museu d'Art Modern de Tarragona;;;1.258440599 41.11721560;;;;;;;http://www.wikidata.org/entity/Q24256631
2417;Apunt (Museu d'Art Modern de Tarragona, inv 1221-12 v);Dibuix;Julio Antonio;1221-12 v;173;253;Museu d'Art Modern de Tarragona;1900-01-01T00:00:00Z;;;;Museu d'Art Modern de Tarragona;;;1.258440599 41.11721560;;;;;;;http://www.wikidata.org/entity/Q24256633
2418;Apunt (Museu d'Art Modern de Tarragona, inv 1221-20 v);Dibuix;Julio Antonio;1221-20 v;173;253;Museu d'Art Modern de Tarragona;1900-01-01T00:00:00Z;;;;Museu d'Art Modern de Tarragona;;;1.258440599 41.11721560;;;;;;;http://www.wikidata.org/entity/Q24256635
