Nid;Títol;Tipus;Autor;Num. Inventari;Alçada;Amplada;Col·lecció;Inici;Imatge;Subjecte representat;Localització;Col·lecció;Carrer;Codi catàleg;Coordenades;Diócesis;Estatus;Gènere;Material utilitzat;Part de;Població;Wikilink
14980;4rt centenari del descobriment d'Amèrica (Museu Nacional d'Art de Catalunya, inv 055619-N);Medalles;anònim;055619-N;;;Gabinet Numismàtic de Catalunya (MNAC);1892;;;Museu Nacional d'Art de Catalunya;Gabinet Numismàtic de Catalunya (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27523353
14981;4rt centenari del descobriment d'Amèrica (Museu Nacional d'Art de Catalunya, inv 055620-N);Medalles;anònim;055620-N;;;Gabinet Numismàtic de Catalunya (MNAC);1892;;;Museu Nacional d'Art de Catalunya;Gabinet Numismàtic de Catalunya (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27523357
14982;4rt centenari del descobriment d'Amèrica (Museu Nacional d'Art de Catalunya, inv 062714-N);Medalles;;062714-N;;;Gabinet Numismàtic de Catalunya (MNAC);1892;;;Museu Nacional d'Art de Catalunya;Gabinet Numismàtic de Catalunya (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27523984
14983;4rt centenari del descobriment d'Amèrica (Museu Nacional d'Art de Catalunya, inv 062715-N);Medalles;;062715-N;;;Gabinet Numismàtic de Catalunya (MNAC);1892;;;Museu Nacional d'Art de Catalunya;Gabinet Numismàtic de Catalunya (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27524211
14984;4rt centenari del descobriment d'Amèrica (Museu Nacional d'Art de Catalunya, inv 062717-N);Medalles;;062717-N;;;Gabinet Numismàtic de Catalunya (MNAC);1892;;;Museu Nacional d'Art de Catalunya;Gabinet Numismàtic de Catalunya (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27523991
14985;4rt centenari del descobriment d'Amèrica (Museu Nacional d'Art de Catalunya, inv 081209-N);Medalles;anònim;081209-N;;;Gabinet Numismàtic de Catalunya (MNAC);1892;;;Museu Nacional d'Art de Catalunya;Gabinet Numismàtic de Catalunya (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27522385
14986;4rt centenari del descobriment d'Amèrica (Museu Nacional d'Art de Catalunya, inv 111476-N);Medalles;;111476-N;;;Gabinet Numismàtic de Catalunya (MNAC);1892;;;Museu Nacional d'Art de Catalunya;Gabinet Numismàtic de Catalunya (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27523994
14987;80ª festa onomàstica d'Antoni Freixa;Medalles;anònim;055665-N;;;Gabinet Numismàtic de Catalunya (MNAC);1900;;;Museu Nacional d'Art de Catalunya;Gabinet Numismàtic de Catalunya (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27523408
14988;80ª festa onomàstica d'Antoni Freixa (Museu Nacional d'Art de Catalunya, inv 055666-N);Medalles;anònim;055666-N;;;Gabinet Numismàtic de Catalunya (MNAC);1900;;;Museu Nacional d'Art de Catalunya;Gabinet Numismàtic de Catalunya (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27523412
14989;A Cosme Damián Churruca;Medalles;Antoni Alsina i Amils;111480-N;;;Gabinet Numismàtic de Catalunya (MNAC);1894;;;Museu Nacional d'Art de Catalunya;Gabinet Numismàtic de Catalunya (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27524862
14990;A Emile Dupont, dels seus alumnes;Medalles;Godefroid Devreese;093941-N;71;49;Gabinet Numismàtic de Catalunya (MNAC);1908;;;Museu Nacional d'Art de Catalunya;Gabinet Numismàtic de Catalunya (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27518872
14991;A Emilio Castelar. Homenatge de Pablo Bosch;Medalles;Eusebi Arnau i Mascort;111564-N;;;Gabinet Numismàtic de Catalunya (MNAC);1899;;;Museu Nacional d'Art de Catalunya;Gabinet Numismàtic de Catalunya (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27519556
14992;A Eugenio Montero Ríos. Els pensionistes de la fundació agraïts;Medalles;Fàbrica de medalles Castells;062669-N;;;Gabinet Numismàtic de Catalunya (MNAC);1885;;;Museu Nacional d'Art de Catalunya;Gabinet Numismàtic de Catalunya (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27522901
14993;A Francisco de Goya;Medalles;Antoni Parera i Saurina;061025-N;;;Gabinet Numismàtic de Catalunya (MNAC);1896;;;Museu Nacional d'Art de Catalunya;Gabinet Numismàtic de Catalunya (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27519661
