Nid;Títol;Tipus;Autor;Num. Inventari;Alçada;Amplada;Col·lecció;Inici;Imatge;Subjecte representat;Localització;Col·lecció;Carrer;Codi catàleg;Coordenades;Diócesis;Estatus;Gènere;Material utilitzat;Part de;Població;Wikilink
4411;El babau en el mercat;Pintura;;011114-000;;;Col·lecció d'Art Modern (MNAC);1907-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27511096
4412;El bany;Pintura;Ricard Canals i Llambí;003828-000;;;Col·lecció d'Art Modern (MNAC);1905-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27510924
4413;El bosc de can Terres;Pintura;Enric Galwey i Garcia;041888-000;;;Col·lecció d'Art Modern (MNAC);1888-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27511114
4414;El carro del sol;Pintura;anònim;038385-000;;;Col·lecció d'Art Modern (MNAC);1900-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27509593
4415;El castell d'Edimburg a la matinada;Pintura;Q177194;011091-000;;;Col·lecció d'Art Modern (MNAC);1911-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27510937
4416;El comte Guifré el Pilós;Pintura;Ernest Soler i de les Cases;049493-000;;;Col·lecció d'Art Modern (MNAC);1890-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27510613
4417;El dallador;Pintura;Francesc Sardà i Ladico;010983-000;;;Col·lecció d'Art Modern (MNAC);1910-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27509652
4418;El gorg de la Trona (Siurana, el Priorat);Pintura;Joaquim Mir i Trinxet;010894-000;;;Col·lecció d'Art Modern (MNAC);1900-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27574011
4419;El guitarrista;Pintura;Lluís Graner i Arrufí;010833-000;;;Col·lecció d'Art Modern (MNAC);1887-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27511109
4420;El jardí del doctor;Pintura;Alfred Withers;011095-000;;;Col·lecció d'Art Modern (MNAC);1907-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27511173
4421;El laberint (Horta, Barcelona);Pintura;Joaquim Mir i Trinxet;004635-000;;;Col·lecció d'Art Modern (MNAC);1899-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27510830
4422;El mateix de sempre!;Pintura;Modest Urgell i Inglada;049492-000;;;Col·lecció d'Art Modern (MNAC);1896-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27575156
4423;El niu;Pintura;Miquel Carbonell i Selva;010458-000;;;Col·lecció d'Art Modern (MNAC);1893-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27509646
4424;El parc Cordier a Trouville;Pintura;Louis-Eugène Boudin;050502-000;;;Col·lecció d'Art Modern (MNAC);1880-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27574046
4425;El pati d'un hospital a vista d'aucell (Hivern: dia gris);Pintura;Marià Pidelaserra i Brias;004090-000;;;Col·lecció d'Art Modern (MNAC);1900-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27512948
4427;El poble de Quevedo. Vall de Toranzo;Pintura;Darío de Regoyos;065617-000;;;Col·lecció d'Art Modern (MNAC);1910-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27511010
4428;El port;Pintura;Joan Roig i Soler;040339-000;;;Col·lecció d'Art Modern (MNAC);1880-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27510992
4429;El port de Poole (Anglaterra);Pintura;Q5734536;011097-000;;;Col·lecció d'Art Modern (MNAC);1905-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27512942
4430;El rebost;Pintura;Feliu Elias i Bracons;004282-000;;;Col·lecció d'Art Modern (MNAC);1912-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27511073
4431;El regal del sultà;Pintura;Antoni Fabrés i Costa;011715-000;;;Col·lecció d'Art Modern (MNAC);1880-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27572722
4432;El repòs del pelegrí;Pintura;Manuel Ferran i Bayona;011408-000;;;Col·lecció d'Art Modern (MNAC);1850-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27511074
4433;El respons;Pintura;Q3755498;011515-000;;;Col·lecció d'Art Modern (MNAC);1895-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27511151
4434;El retaule de l'Amor;Pintura;Julio Romero de Torres;024157-CJT;;;Col·lecció d'Art Modern (MNAC);1910-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27576452
4435;El rierol;Pintura;Q3134084;011174-000;;;Col·lecció d'Art Modern (MNAC);1907-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27510983
4436;El roc de l'estany;Pintura;Joaquim Mir i Trinxet;010891-000;;;Col·lecció d'Art Modern (MNAC);1903-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27574015
4438;El senyor Quer al jardí;Pintura;Santiago Rusiñol i Prats;010909-000;;;Col·lecció d'Art Modern (MNAC);1889-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27509630
4439;El tombant del Loing;Pintura;Alfred Sisley;011130-000;;;Col·lecció d'Art Modern (MNAC);1892-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27574058
4440;El triomf del Dia sobre la Nit precedit de l'Aurora;Pintura;Antoni Caba i Casamitjana;200004-000;;;Col·lecció d'Art Modern (MNAC);1882-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27572030
4441;El vaquer;Pintura;Francesc Sardà i Ladico;010158-000;;;Col·lecció d'Art Modern (MNAC);1912-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27509650
4442;El vel negre;Pintura;Edith Starkie;011121-000;;;Col·lecció d'Art Modern (MNAC);1911-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27572302
4443;El vici;Pintura;;157057-000;;;Col·lecció d'Art Modern (MNAC);1906-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27509972
4444;El xàfec. Badia de Santoña;Pintura;Darío de Regoyos;065613-000;;;Col·lecció d'Art Modern (MNAC);1900-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27574054
4445;Els arbres;Pintura;Joan González i Pellicer;202517-000;;;Col·lecció d'Art Modern (MNAC);1900-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27511333
4446;Els arbres verd pàl·lid;Pintura;Joan González i Pellicer;202514-000;;;Col·lecció d'Art Modern (MNAC);1900-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27512530
4447;Els guardians de casa;Pintura;Tomàs Moragas i Torras;010715-000;;;Col·lecció d'Art Modern (MNAC);1890-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27510686
4448;Els miralls;Pintura;Joaquim Sunyer i de Miró;003833-000;;;Col·lecció d'Art Modern (MNAC);1900-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27574713
4449;Els petits núvols;Pintura;Joan González i Pellicer;202513-000;;;Col·lecció d'Art Modern (MNAC);1900-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27512012
4450;Els quatre arbres;Pintura;Joan González i Pellicer;202523-000;;;Col·lecció d'Art Modern (MNAC);1904-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27511546
4451;Els saules (apunt);Pintura;Joaquim Vayreda i Vila;010601-000;;;Col·lecció d'Art Modern (MNAC);1890-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27511132
4452;Els tres arbres;Pintura;Joan González i Pellicer;202516-000;;;Col·lecció d'Art Modern (MNAC);1900-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27511264
4453;Els vells til·lers (tardor);Pintura;Q2318074;011167-000;;;Col·lecció d'Art Modern (MNAC);1907-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27510493
4454;Els últims dies de la Mare de Déu a Jerusalem;Pintura;Q13739897;011176-000;;;Col·lecció d'Art Modern (MNAC);1898-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27509606
4455;En campanya;Pintura;Santiago Rusiñol i Prats;040094-000;;;Col·lecció d'Art Modern (MNAC);1891-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27574227
4456;En el claustre;Pintura;Mateu Balasch;011622-000;;;Col·lecció d'Art Modern (MNAC);1895-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27509632
4457;En el cor;Pintura;Ferran Cabrera i Cantó;011449-000;;;Col·lecció d'Art Modern (MNAC);1891-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27510891
4458;En el mes de Maria;Pintura;;011202-000;;;Col·lecció d'Art Modern (MNAC);1891-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27510763
4459;En el taller;Pintura;Emili Casals Camps;145251-000;;;Col·lecció d'Art Modern (MNAC);1902-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27510980
4460;En presència del Senyor;Pintura;Francesc Masriera i Manovens;010765-000;;;Col·lecció d'Art Modern (MNAC);1891-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27572724
4461;En un fossar?;Pintura;Ernest Soler i de les Cases;010784-000;;;Col·lecció d'Art Modern (MNAC);1890-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27509576
4462;Encens del treball;Pintura;Iu Pascual i Rodés;145305-000;;;Col·lecció d'Art Modern (MNAC);1907-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27510948
4463;Enterrament d'un pobre;Pintura;Josep Lluís Pellicer i Fenyé;010745-000;;;Col·lecció d'Art Modern (MNAC);1891-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27510934
4464;Entrada al parc del Moulin de la Galette;Pintura;Santiago Rusiñol i Prats;045267-000;;;Col·lecció d'Art Modern (MNAC);1891-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27574116
4465;Entrada d'un hort. Sevilla;Pintura;Q2428659;011087-000;;;Col·lecció d'Art Modern (MNAC);1890-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27511107
4466;Entrada del rei Carles V al monestir de Yuste;Pintura;Antoni Casanova Estorach;010757-000;;;Col·lecció d'Art Modern (MNAC);1889-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27508983
4467;Entre dos capítols;Pintura;Ramon Casas i Carbó;069042-000;;;Col·lecció d'Art Modern (MNAC);1890-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27510908
4468;Envers l'Ideal;Pintura;Francesc Labarta i Planas;114798-000;;;Col·lecció d'Art Modern (MNAC);1907-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27510644
4469;Epíleg d'un ball de màscares;Pintura;Romà Ribera i Cirera;010780-000;;;Col·lecció d'Art Modern (MNAC);1891-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27572294
4470;Ermita;Pintura;Francesc Gimeno i Arasa;040098-000;;;Col·lecció d'Art Modern (MNAC);1900-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27511159
4471;Ermita entre arbres;Pintura;Josep Berga i Boix;017598-000;;;Col·lecció d'Art Modern (MNAC);1910-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27510715
4472;Esbós de les bodes de Canà;Pintura;Enric Monserdà i Vidal;010751-000;;;Col·lecció d'Art Modern (MNAC);1890-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27510717
4473;Esbós de les bodes de Canà (Museu Nacional d'Art de Catalunya, inv 010751-000);Pintura;Enric Monserdà i Vidal;010751-000;;;Col·lecció d'Art Modern (MNAC);1890-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27510718
4474;Esbós de paisatge amb figura;Pintura;Modest Urgell i Inglada;010195-000;;;Col·lecció d'Art Modern (MNAC);1860-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27573991
4475;Esbós de paisatge amb figura (Museu Nacional d'Art de Catalunya, inv 010195-000);Pintura;Modest Urgell i Inglada;010195-000;;;Col·lecció d'Art Modern (MNAC);1860-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27573995
4476;Esbós del naixement del Redemptor;Pintura;Enric Monserdà i Vidal;038100-000;;;Col·lecció d'Art Modern (MNAC);1897-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27508913
4477;Esbós del retrat del pintor Casanova i Estorach;Pintura;Antoni Fabrés i Costa;011869-000;;;Col·lecció d'Art Modern (MNAC);1890-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27509959
4478;Esbós per a «Cafè àrab»;Pintura;Tomàs Moragas i Torras;010716-000;;;Col·lecció d'Art Modern (MNAC);1891-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27572721
4479;Esbós per a «La companyia de Santa Bàrbara»;Pintura;Ramon Martí i Alsina;206364-000;;;Col·lecció d'Art Modern (MNAC);1891-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27509661
4480;Escena amb indígenes armats;Pintura;;071688-000;;;Col·lecció d'Art Modern (MNAC);1900-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27510646
4481;Escena camperola;Pintura;Joan Planella;010730-000;;;Col·lecció d'Art Modern (MNAC);1870-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27510929
4482;Escena d'interior (Museu Nacional d'Art de Catalunya, inv 011324-000);Pintura;;011324-000;;;Col·lecció d'Art Modern (MNAC);1911-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27576020
4483;Escena de cacera;Pintura;anònim;123476-000;;;Col·lecció d'Art Modern (MNAC);1900-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27513276
4485;Escena de la Batalla de Waterloo. Fragment;Pintura;Q175257;037841-000;;;Col·lecció d'Art Modern (MNAC);1881-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27508974
4486;Escena de la Batalla de Waterloo. Fragment (Museu Nacional d'Art de Catalunya, inv 037840-000);Pintura;Q175257;037840-000;;;Col·lecció d'Art Modern (MNAC);1881-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27508981
4487;Escena de la Batalla de Waterloo. Fragment (Museu Nacional d'Art de Catalunya, inv 037842-000);Pintura;Q175257;037842-000;;;Col·lecció d'Art Modern (MNAC);1881-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27508976
4488;Escena valenciana;Pintura;Josep Mongrell i Torrent;011077-000;;;Col·lecció d'Art Modern (MNAC);1907-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27510834
4490;Esperant el retorn;Pintura;Josep Cusachs Cusachs;010790-000;;;Col·lecció d'Art Modern (MNAC);1900-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27510896
4491;Estudi (Museu Nacional d'Art de Catalunya, inv 004035-000);Pintura;Ramon Casas i Carbó;004035-000;;;Col·lecció d'Art Modern (MNAC);1893-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27510903
4492;Estudi (Museu Nacional d'Art de Catalunya, inv 004038-000);Pintura;Ramon Casas i Carbó;004038-000;;;Col·lecció d'Art Modern (MNAC);1899-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27510906
4493;Estudi (Museu Nacional d'Art de Catalunya, inv 004655-000);Pintura;Isidre Nonell i Monturiol;004655-000;;;Col·lecció d'Art Modern (MNAC);1906-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27510873
4494;Estudi (Museu Nacional d'Art de Catalunya, inv 004658-000);Pintura;Isidre Nonell i Monturiol;004658-000;;;Col·lecció d'Art Modern (MNAC);1908-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27574710
4495;Estudi (Museu Nacional d'Art de Catalunya, inv 010930-000);Pintura;Isidre Nonell i Monturiol;010930-000;;;Col·lecció d'Art Modern (MNAC);1906-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27511021
4496;Estudi d'estiu o Primero pasarás sobre mi cadáver;Pintura;Ramon Casas i Carbó;004043-000;;;Col·lecció d'Art Modern (MNAC);1893-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27510902
4497;Estudi de Zèfir per a «El triomf del Dia sobre la Nit precedit de l'Aurora»;Pintura;Antoni Caba i Casamitjana;010647-000;;;Col·lecció d'Art Modern (MNAC);1882-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27572015
4498;Estudi de cap (Museu Nacional d'Art de Catalunya, inv 011353-000);Pintura;Benito Belli;011353-000;;;Col·lecció d'Art Modern (MNAC);1884-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27510824
4499;Estudi de la pedrera de Montjuïc;Pintura;Enric Galwey i Garcia;010869-000;;;Col·lecció d'Art Modern (MNAC);1891-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27510601
4500;Estudi de mà;Pintura;Antoni Caba i Casamitjana;010631-000;;;Col·lecció d'Art Modern (MNAC);1885-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27572653
4501;Estudi de paisatge (Arenys de Mar);Pintura;Manuel Humbert i Esteve;011487-000;;;Col·lecció d'Art Modern (MNAC);1912-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27512795
4502;Estudi del natural;Pintura;Joan Bauzà Bauzà;024655-000;;;Col·lecció d'Art Modern (MNAC);1891-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27510841
4504;Estudi del natural per al retrat del rei Alfons XIII;Pintura;Ramon Casas i Carbó;011382-000;;;Col·lecció d'Art Modern (MNAC);1904-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27510578
4505;Estudi per a «Nen malalt»;Pintura;Ricard Canals i Llambí;003812-000;;;Col·lecció d'Art Modern (MNAC);1903-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27510953
4506;Estudi per a «Paisatge de riu»;Pintura;Joaquim Vayreda i Vila;065606-000;;;Col·lecció d'Art Modern (MNAC);1883-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27511169
4507;Estudi per a «Retrat de la reina regent Maria Cristina d'Habsburg»;Pintura;Antoni Caba i Casamitjana;010643-000;;;Col·lecció d'Art Modern (MNAC);1891-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27510563
4509;Expedició;Pintura;anònim;157044-000;;;Col·lecció d'Art Modern (MNAC);1900-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27510606
4510;Expedició (Museu Nacional d'Art de Catalunya, inv 157045-000);Pintura;anònim;157045-000;;;Col·lecció d'Art Modern (MNAC);1900-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27510616
4511;Exposició pública d'un quadre;Pintura;Joan Ferrer Miró;010798-000;;;Col·lecció d'Art Modern (MNAC);1888-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27572714
4512;Faràndula;Pintura;Josep Duran i Riera;011424-000;;;Col·lecció d'Art Modern (MNAC);1870-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27572263
4513;Febrer;Pintura;Joaquim Vancells i Vieta;010884-000;;;Col·lecció d'Art Modern (MNAC);1891-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27511144
4514;Fent llenya;Pintura;Francesc Torrescassana i Sallarés;040099-000;;;Col·lecció d'Art Modern (MNAC);1860-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27509667
4515;Fent mitja;Pintura;Dionís Baixeras i Verdaguer;010836-000;;;Col·lecció d'Art Modern (MNAC);1888-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27510691
4517;Fent mitja (Museu Nacional d'Art de Catalunya, inv 010877-000);Pintura;Joan Brull i Vinyoles;010877-000;;;Col·lecció d'Art Modern (MNAC);1891-01-01T00:00:00Z;;;;Col·lecció d'Art Modern (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27510806
