Nid;Títol;Tipus;Autor;Num. Inventari;Alçada;Amplada;Col·lecció;Inici;Imatge;Subjecte representat;Localització;Col·lecció;Carrer;Codi catàleg;Coordenades;Diócesis;Estatus;Gènere;Material utilitzat;Part de;Població;Wikilink
65;Casa Enric Mir i Carreras;Arquitectura;Joan Amigó i Barriga;;;;;;http://commons.wikimedia.org/wiki/Special:FilePath/Casa%20Enric%20Mir%20i%20Carreras.JPG;;;;;;2.247667 41.446956;;Bé cultural d'interès local;;;;Badalona;http://www.wikidata.org/entity/Q11912713
66;Casa Enric Pavillard;Arquitectura;Joan Amigó i Barriga;;;;;;http://commons.wikimedia.org/wiki/Special:FilePath/Casa%20Enric%20Pavillard%20-%20Vista%20general.jpg;;;;;;2.247694 41.446667;;Bé cultural d'interès nacional;;;;Badalona;http://www.wikidata.org/entity/Q11912717
67;Casa Francesc Prat i Bosch;Arquitectura;Joan Amigó i Barriga;;;;;;http://commons.wikimedia.org/wiki/Special:FilePath/Casa%20Francesc%20Prat%20i%20Bosch.JPG;;;;;;2.247886 41.449498;;Bé cultural d'interès local;;;;Badalona;http://www.wikidata.org/entity/Q11912723
68;Casa Garriga Nogués;Arquitectura;Enric Sagnier i Villavecchia;;;;;;http://commons.wikimedia.org/wiki/Special:FilePath/Fundaci%C3%B3%20Francisco%20Godia.JPG;;;;;;2.16525278 41.38888333;;Bé cultural d'interès nacional;;;;Barcelona;http://www.wikidata.org/entity/Q11912727
69;Casa Generalife;Arquitectura;Eduard Maria Balcells i Buïgas;;;;;;http://commons.wikimedia.org/wiki/Special:FilePath/Casa%20Generalife%20Sant%20Cugat.jpg;;;;;;2.08556 41.4644;;;;;;Sant Cugat del Vallès;http://www.wikidata.org/entity/Q11912728
70;Casa Golferichs;Arquitectura;Joan Amigó i Barriga;;;;;;http://commons.wikimedia.org/wiki/Special:FilePath/RiB-CasaGolferichs-1889sh.jpg;;;;;;2.15619 41.3806;;Bé cultural d'interès local;;;;Barcelona;http://www.wikidata.org/entity/Q11912729
71;Casa Iglésies Òdena;Arquitectura;Pere Caselles i Tarrats;;;;;;http://commons.wikimedia.org/wiki/Special:FilePath/Casa%20Igl%C3%A9sies%20%C3%92dena%20%28Reus%2911.JPG;;;;;;1.10853 41.154728;;Bé cultural d'interès local;;;;Reus;http://www.wikidata.org/entity/Q11912736
72;Casa Jacint Bosch;Arquitectura;;;;;;;http://commons.wikimedia.org/wiki/Special:FilePath/Casa%20Jacint%20Bosch%2C%20c.%20Teatre%204.jpg;;;;;;2.01277 41.564579;;Bé cultural d'interès local;;;;Terrassa;http://www.wikidata.org/entity/Q11912740
73;Casa Jaume Botey;Arquitectura;Joan Amigó i Barriga;;;;;;http://commons.wikimedia.org/wiki/Special:FilePath/Catalonia%20Badalona%20EdificiAPlasaPauCasalsPerDarrera.JPG;;;;;;2.245995 41.451261;;Bé cultural d'interès local;;;;Badalona;http://www.wikidata.org/entity/Q11912741
74;Casa Joan Batlle;Arquitectura;;;;;;;http://commons.wikimedia.org/wiki/Special:FilePath/Casa%20Joan%20Batlle%2C%20l%27Hospitalet-1.JPG;;;;;;2.10098 41.3615;;Bé cultural d'interès local;;;;l'Espluga de Francolí;http://www.wikidata.org/entity/Q11912743
75;Casa Josep Reig;Arquitectura;Manuel Joaquim Raspall i Mayol;;;;;;http://commons.wikimedia.org/wiki/Special:FilePath/Raspall-garriga-reig-0318%20copia.jpg;;;;;;2.28604 41.68255;;;;;;la Garriga;http://www.wikidata.org/entity/Q11912747
76;Casa Magí Llorenç;Arquitectura;;;;;;;http://commons.wikimedia.org/wiki/Special:FilePath/Lleida.%20Cada%20Llorens.%20Francesc%20Lamolla%20%281905-07%29%20%28A%20SiT%20072008%29.jpg;;;;;;0.624522 41.613388;;Bé cultural d'interès local;;;;Lleida;http://www.wikidata.org/entity/Q11912749
77;Casa Lluvià;Arquitectura;Ignasi Oms i Ponsa;;;;;;http://commons.wikimedia.org/wiki/Special:FilePath/Casa%20Lluvi%C3%A0.JPG;;;;;;1.822821 41.726769;;;;;;Manresa;http://www.wikidata.org/entity/Q11912750
78;Casa Muntades;Arquitectura;Josep Puig i Cadafalch;;;;;;http://commons.wikimedia.org/wiki/Special:FilePath/PiC-muntadas-tibidabo%2048-1265-01%20copia.jpg;;;;;;2.1331 41.4155;;Bé cultural d'interès local;;;;Barcelona;http://www.wikidata.org/entity/Q11912772
79;Casa Planas (Badalona;Arquitectura;Joan Amigó i Barriga;;;;;;;;;;;;2.24582 41.452086;;Bé cultural d'interès local;;;;Badalona;http://www.wikidata.org/entity/Q11912778
80;Casa Punyed;Arquitectura;Pere Caselles i Tarrats;;;;;;http://commons.wikimedia.org/wiki/Special:FilePath/Reus%20casa%20Punyed%20IPA-9539%201501%20resize.jpg;;;;;;1.105963 41.157257;;Bé cultural d'interès local;;;;Reus;http://www.wikidata.org/entity/Q11912780
81;Casa Rafael Gafarel·lo;Arquitectura;Joan Amigó i Barriga;;;;;;http://commons.wikimedia.org/wiki/Special:FilePath/Casa%20Rafael%20Gafarel%C2%B7lo.JPG;;;;;;2.246268 41.446707;;Bé cultural d'interès local;;;;Badalona;http://www.wikidata.org/entity/Q11912782
82;Casa Roviralta;Arquitectura;Joan Amigó i Barriga;;;;;;http://commons.wikimedia.org/wiki/Special:FilePath/Rubi%C3%B3%20-%20Casa%20Roviralta%20%28Frare%20Blanc%29.jpg;;;;;;2.13472222 41.41333333;;Bé cultural d'interès local;;;;Barcelona;http://www.wikidata.org/entity/Q11912788
83;Casa Simó Llauradó;Arquitectura;;;;;;;http://commons.wikimedia.org/wiki/Special:FilePath/Sitges%20Can%20Sim%C3%B3%20Llaurad%C3%B3.jpg;;;;;;1.809078 41.2352;;;;;;Sitges;http://www.wikidata.org/entity/Q11912797
84;Casa Tomàs Jordi;Arquitectura;Pere Caselles i Tarrats;;;;;;http://commons.wikimedia.org/wiki/Special:FilePath/Reus%20casa%20TomasJordil%20IPA-9534%201491%20resize.jpg;;;;;;1.106688 41.156586;;Bé cultural d'interès local;;;;Reus;http://www.wikidata.org/entity/Q11912800
85;Casa Tosquella;Arquitectura;Eduard Maria Balcells i Buïgas;;;;;;http://commons.wikimedia.org/wiki/Special:FilePath/Balcells-CasaTosquella-1829.jpg;;;;;;2.14472 41.4058;;Bé cultural d'interès nacional;;;;Barcelona;http://www.wikidata.org/entity/Q11912803
86;Casa Torrents;Arquitectura;Ignasi Oms i Ponsa;;;;;;http://commons.wikimedia.org/wiki/Special:FilePath/Manresa%20-%20Casa%20Torrents.JPG;;;;;;1.823864 41.724658;;;;;;Manresa;http://www.wikidata.org/entity/Q11912804
87;Casa d'Andreu Fortuny;Arquitectura;;;;;;;http://commons.wikimedia.org/wiki/Special:FilePath/Pallaresos%20Jujol%20casa%20AndreuFortuny%20IPA-12266%204343.jpg;;;;;;2.488101 42.182511;;Bé cultural d'interès local;;;;Tarragonès;http://www.wikidata.org/entity/Q11912815
88;Casa dels Barquets;Arquitectura;Josep Goday i Casals;;;;;;http://commons.wikimedia.org/wiki/Special:FilePath/144%20Casa%20Dom%C3%A8nec%20Girbau%2C%20o%20Casa%20dels%20Barquets%2C%20a%20Sant%20Pol.jpg;;;;;;3.04532 41.79;;Bé cultural d'interès local;;;;Sant Feliu de Guíxols;http://www.wikidata.org/entity/Q11912844
89;Casa i taller Joan Tolrà;Arquitectura;Joan Amigó i Barriga;;;;;;http://commons.wikimedia.org/wiki/Special:FilePath/Taller%20Joan%20Tolr%C3%A0.JPG;;;;;;2.246545 41.446692;;Bé cultural d'interès local;;;;Badalona;http://www.wikidata.org/entity/Q11912857
90;Casa rectoral;Arquitectura;;;;;;;http://commons.wikimedia.org/wiki/Special:FilePath/Casa%20rectoral.jpg;;;;;;2.212269 41.453449;;Bé cultural d'interès local;;;;Santa Coloma de Gramenet;http://www.wikidata.org/entity/Q11912862
91;Cases Barates (l'Hospitalet de Llobregat;Arquitectura;Ramon Puig i Gairalt;;;;;;http://commons.wikimedia.org/wiki/Special:FilePath/Cases%20Barates%2C%20l%27Hospitalet-1.JPG;;;;;;2.09983 41.3635;;Bé cultural d'interès local;;;;l'Espluga de Francolí;http://www.wikidata.org/entity/Q11912924
92;Celler Cooperatiu de l'Espluga de Francolí;Arquitectura;Pere Domènech i Roura;;;;;;http://commons.wikimedia.org/wiki/Special:FilePath/L%27espluga-Celler%20interior.JPG;;;;;;1.104582 41.39917;;Bé cultural d'interès local;;;;l'Espluga de Francolí;http://www.wikidata.org/entity/Q11913393
