Nid;Títol;Tipus;Autor;Num. Inventari;Alçada;Amplada;Col·lecció;Inici;Imatge;Subjecte representat;Localització;Col·lecció;Carrer;Codi catàleg;Coordenades;Diócesis;Estatus;Gènere;Material utilitzat;Part de;Població;Wikilink;;;;;;;;;;
14855;The Quartier Latin;Cartells;;004409-C;508;26;Secció de Cartells (MNAC);1897;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27513114;;;;;;;;;;
14806;The Century. Midsummer Holiday Number. August;Cartells;Maxfield Parrish;000488-C01;506;342;Secció de Cartells (MNAC);1897;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27513115;;;;;;;;;;
14466;Harper's Weekly. National Authority on Amateur Sport;Cartells;Maxfield Parrish;004359-C;464;355;Secció de Cartells (MNAC);1897;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27513118;;;;;;;;;;
14304;Diorama Bòria avall;Cartells;Francesc de Cidón Navarro;000377-C;105;734;Secció de Cartells (MNAC);1902;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27513119;;;;;;;;;;
14362;Exposition des œuvres d'A. Sirtaine, X. Würth, R. Heintz;Cartells;Q113182;000021-C;100;708;Secció de Cartells (MNAC);1897;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27513121;;;;;;;;;;
14194;Beside the Bonnie Brier Bush. The Days of Auld Lang Syne;Cartells;Q20667728;004301-C;49;318;Secció de Cartells (MNAC);1895;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27513123;;;;;;;;;;
14496;International. December;Cartells;Q15607287;004348-C;485;317;Secció de Cartells (MNAC);1897;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27513124;;;;;;;;;;
14877;Tropon Chocolat-cacao;Cartells;Henri Privat-Livemont;000595-C;595;358;Secció de Cartells (MNAC);1900;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27513125;;;;;;;;;;
14301;Dick Whittington;Cartells;;000042-C;515;76;Secció de Cartells (MNAC);1901;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27513128;;;;;;;;;;
14330;Exposicion Meifren;Cartells;Francesc de Cidón Navarro;000374-C;873;643;Secció de Cartells (MNAC);1902;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27513130;;;;;;;;;;
14746;Sense títol (Palais de la Femme. Exposition de 1900);Cartells;Henri Privat-Livemont;000620-C;1092;825;Secció de Cartells (MNAC);1900;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27513131;;;;;;;;;;
14552;Le testament du baron Jean;Cartells;Henri Meunier;000081-C;645;955;Secció de Cartells (MNAC);1898;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27513135;;;;;;;;;;
14654;Quinquina Dubonnet;Cartells;Jules Chéret;000590-C;60;425;Secció de Cartells (MNAC);1896;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27513137;;;;;;;;;;
14239;Cercle Artistique de Schaerbeek;Cartells;Henri Privat-Livemont;000047-C;59;875;Secció de Cartells (MNAC);1898;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27513140;;;;;;;;;;
14580;Miss Träumerei;Cartells;Ethel Reed;004316-C;552;352;Secció de Cartells (MNAC);1895;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;(Litografia, cartolina);;;http://www.wikidata.org/entity/Q27513141;;;;;;;;;;
14814;The Clack Book. Christmas 96;Cartells;Q7340625;004291-C;56;38;Secció de Cartells (MNAC);1896;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27513144;;;;;;;;;;
14849;The New York Sunday Journal;Cartells;;004309-C;54;384;Secció de Cartells (MNAC);1890;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27513145;;;;;;;;;;
14258;Cigarrillos París;Cartells;Aleardo Villa;000216-C;126;935;Secció de Cartells (MNAC);1901;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27513153;;;;;;;;;;
14385;Fiesta benéfica. Velódromo de Barcelona;Cartells;Adrià Gual i Queralt;000401-C;1298;899;Secció de Cartells (MNAC);1898;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27513159;;;;;;;;;;
14524;La Caisse Simon;Cartells;Leonetto Cappiello;000160-C;100;141;Secció de Cartells (MNAC);1900;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27513160;;;;;;;;;;
14331;Exposicion Nacional de Industrias Artisticas y Artes Decorativas;Cartells;Josep Lluís Pellicer i Fenyé;000640-C;1514;907;Secció de Cartells (MNAC);1892;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27513162;;;;;;;;;;
14315;Esperanto. 5 Internacia Kongreso. Barcelona 1909;Cartells;Feliu Elias i Bracons;000744-C;89;1268;Secció de Cartells (MNAC);1909;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27513163;;;;;;;;;;
14311;Electricidad Tapies y Camprubí;Cartells;Joan Llaverias i Labró;000396-C;125;83;Secció de Cartells (MNAC);1899;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27513164;;;;;;;;;;
14584;Mosaicos Escofet-Tejera y CA;Cartells;Alexandre de Riquer i Ynglada;000383-C;190;1035;Secció de Cartells (MNAC);1900;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27513166;;;;;;;;;;
14256;Chocolat Menier;Cartells;Q3072874;000136-C;141;100;Secció de Cartells (MNAC);1892;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27513167;;;;;;;;;;
14244;Champagne Jules Mumm & Cº;Cartells;Q15970042;000295-C;169;60;Secció de Cartells (MNAC);1895;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27513168;;;;;;;;;;
14357;Exposition Internationale de Madrid;Cartells;Eugène Grasset;214191-000;1492;1082;Secció de Cartells (MNAC);1893;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27513169;;;;;;;;;;
14379;Feria de Valencia. 1907;Cartells;anònim;200212-000;28;12;Secció de Cartells (MNAC);1907;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27514351;;;;;;;;;;
14380;Feria de Valencia. 1908;Cartells;anònim;200213-000;27;4;Secció de Cartells (MNAC);1908;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27514352;;;;;;;;;;
14376;Feria de Valencia. 1906;Cartells;Juli Vila i Prades;200209-CJT;28;4;Secció de Cartells (MNAC);1906;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27514355;;;;;;;;;;
14377;Feria de Valencia. 1906 (Museu Nacional d'Art de Catalunya, inv 200209-001);Cartells;Juli Vila i Prades;200209-001;;;Secció de Cartells (MNAC);1906;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27514356;;;;;;;;;;
14378;Feria de Valencia. 1906 (Museu Nacional d'Art de Catalunya, inv 200209-002);Cartells;Juli Vila i Prades;200209-002;;;Secció de Cartells (MNAC);1906;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27514358;;;;;;;;;;
14289;Corset Le Furet;Cartells;Leonetto Cappiello;000182-C;140;101;Secció de Cartells (MNAC);1901;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27514596;;;;;;;;;;
14583;Montecarlo. Tir aux pigéons;Cartells;Adolf Hohenstein;000212-C;1205;83;Secció de Cartells (MNAC);1900;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27514597;;;;;;;;;;
14570;Manteca P. F. Esbensen;Cartells;Antoni Utrillo Viadera;000399-C;1093;774;Secció de Cartells (MNAC);1890;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27514598;;;;;;;;;;
14915;Vinos Sard;Cartells;;000357-C;90;635;Secció de Cartells (MNAC);1902;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27514599;;;;;;;;;;
14771;Sté La Française;Cartells;;000139-C;1514;1095;Secció de Cartells (MNAC);1903;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27514605;;;;;;;;;;
14757;Sevilla Semana Santa y Feria;Cartells;Gonzalo Bilbao Martínez;000387-C;275;128;Secció de Cartells (MNAC);1900;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27514611;;;;;;;;;;
14663;Red Star Line. New York-Antwerp;Cartells;Henri Cassiers;000191-C;81;112;Secció de Cartells (MNAC);1903;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27514615;;;;;;;;;;
14393;Firas y festas de Vilanova y Geltrú;Cartells;Joan Llaverias i Labró;000381-C;177;67;Secció de Cartells (MNAC);1899;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27514617;;;;;;;;;;
14394;Firas y festas de Vilanova y Geltrú (Museu Nacional d'Art de Catalunya, inv 000379-C);Cartells;Joan Llaverias i Labró;000379-C;1775;644;Secció de Cartells (MNAC);1900;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27514622;;;;;;;;;;
14392;Firas y Festas de Vilanova y Geltrú;Cartells;Joan Llaverias i Labró;000398-C;174;642;Secció de Cartells (MNAC);1902;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27514624;;;;;;;;;;
14677;Saxoléine Pétrole de Sûreté;Cartells;Jules Chéret;000232-C;125;885;Secció de Cartells (MNAC);1900;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27514626;;;;;;;;;;
14249;Charbon Chimique Rubaudo;Cartells;Leonetto Cappiello;000186-C;1335;102;Secció de Cartells (MNAC);1900;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27514628;;;;;;;;;;
14176;Anís del Mono (Mono y mona);Cartells;Ramon Casas i Carbó;000391-C;2205;110;Secció de Cartells (MNAC);1898;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27514630;;;;;;;;;;
14550;Le Rire Belge;Cartells;Auguste Roubille;000033-C;817;602;Secció de Cartells (MNAC);1903;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27514631;;;;;;;;;;
14599;Nestlé's Milk;Cartells;Q969310;000168-C;1495;281;Secció de Cartells (MNAC);1900;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27514632;;;;;;;;;;
14661;Red Star Line. Antwerpen-New York;Cartells;Henri Cassiers;000260-C;895;1293;Secció de Cartells (MNAC);1899;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27514636;;;;;;;;;;
14662;Red Star Line. Antwerpen-New York (Museu Nacional d'Art de Catalunya, inv 000345-C);Cartells;Henri Cassiers;000345-C;1545;111;Secció de Cartells (MNAC);1903;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27514639;;;;;;;;;;
14596;Nationale Tentoonsteling van Nijverheid & Kunst, Dordrecht,;Cartells;Q370129;000119-C;156;89;Secció de Cartells (MNAC);1897;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27514644;;;;;;;;;;
14565;M. Fvster. Fabricación de silicatos;Cartells;Ramon Casas i Carbó;000366-C;473;1197;Secció de Cartells (MNAC);1898;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27514648;;;;;;;;;;
14359;Exposition de 1900 (Le Fondeur);Cartells;Eugène Carrière;000285-C;130;883;Secció de Cartells (MNAC);1900;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27514655;;;;;;;;;;
14288;Corriere della Sera;Cartells;Adolf Hohenstein;000291-C;210;103;Secció de Cartells (MNAC);1898;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27514662;;;;;;;;;;
14608;Onoranze a Volta;Cartells;Adolf Hohenstein;000292-C;2164;1002;Secció de Cartells (MNAC);1898;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27514671;;;;;;;;;;
14259;Cintura Calliano;Cartells;Adolf Hohenstein;000019-C;1005;70;Secció de Cartells (MNAC);1898;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27514681;;;;;;;;;;
14264;Cloisonné Artistic Glass;Cartells;Adolf Hohenstein;000018-C;94;633;Secció de Cartells (MNAC);1899;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27514693;;;;;;;;;;
14611;Orario Cooperativo;Cartells;Adolf Hohenstein;000289-C;189;89;Secció de Cartells (MNAC);1899;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27514703;;;;;;;;;;
14326;Esposizione d'Igiene;Cartells;Adolf Hohenstein;000170-C;234;1205;Secció de Cartells (MNAC);1900;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27514715;;;;;;;;;;
14567;Magio 1901. Esposizione Internazionale;Cartells;Adolf Hohenstein;000108-C;2085;91;Secció de Cartells (MNAC);1901;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27514725;;;;;;;;;;
14287;Cordial Campari;Cartells;Adolf Hohenstein;000215-C;201;937;Secció de Cartells (MNAC);1901;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27514733;;;;;;;;;;
14384;Fiammiferi senza fosforo;Cartells;Adolf Hohenstein;000109-C;149;89;Secció de Cartells (MNAC);1901;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27514743;;;;;;;;;;
14198;Bitter Campari;Cartells;Adolf Hohenstein;000243-C;2057;100;Secció de Cartells (MNAC);1901;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27514754;;;;;;;;;;
14374;Fco. Cinzano e Cia;Cartells;Adolf Hohenstein;000290-C;1005;99;Secció de Cartells (MNAC);1901;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27514766;;;;;;;;;;
14212;Cacao Van Houten;Cartells;Adolphe Léon Willette;000121-C;171;673;Secció de Cartells (MNAC);1893;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27514773;;;;;;;;;;
14306;Dranem;Cartells;Adrien Barrère;000129-C;1203;802;Secció de Cartells (MNAC);1903;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27514776;;;;;;;;;;
14153;Actienbrauerei Wulle;Cartells;Aleardo Villa;000164-C;100;1425;Secció de Cartells (MNAC);1901;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27514779;;;;;;;;;;
14248;Champagne Ruinart;Cartells;Alfons Mucha;000089-C;173;60;Secció de Cartells (MNAC);1896;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27514784;;;;;;;;;;
14366;F. L. Cailler's;Cartells;anònim;000224-C;1485;998;Secció de Cartells (MNAC);1902;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27514786;;;;;;;;;;
14926;X'mas Number'. N. Y. Journal;Cartells;anònim;000005-C;768;102;Secció de Cartells (MNAC);1903;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27514787;;;;;;;;;;
14282;Comptoir Général des Cafés;Cartells;anònim;000161-C;907;125;Secció de Cartells (MNAC);1903;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27514788;;;;;;;;;;
14577;Milka Letzte Neuheit;Cartells;anònim;000163-C;115;154;Secció de Cartells (MNAC);1903;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27514790;;;;;;;;;;
14737;Sense títol (Museu Nacional d'Art de Catalunya, inv 000200-C);Cartells;anònim;000200-C;1242;844;Secció de Cartells (MNAC);1903;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27514791;;;;;;;;;;
14247;Champagne Piper-Heidsieck;Cartells;anònim;000219-C;123;845;Secció de Cartells (MNAC);1903;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27514792;;;;;;;;;;
14595;Namur, Dinant, Grotte de Hant;Cartells;anònim;000220-C;105;745;Secció de Cartells (MNAC);1903;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27514794;;;;;;;;;;
14676;Saponite;Cartells;anònim;000249-C;2755;100;Secció de Cartells (MNAC);1903;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27514795;;;;;;;;;;
14530;La Meuse;Cartells;anònim;000253-C;149;1095;Secció de Cartells (MNAC);1903;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27514797;;;;;;;;;;
14329;Every Hour to New York;Cartells;anònim;000258-C;1083;737;Secció de Cartells (MNAC);1903;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27514799;;;;;;;;;;
14162;Amidon Remy;Cartells;anònim;000264-C;1395;997;Secció de Cartells (MNAC);1903;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27514804;;;;;;;;;;
14164;An Old History;Cartells;anònim;000274-C;216;101;Secció de Cartells (MNAC);1903;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27514806;;;;;;;;;;
14540;Laureadas Cervezas La Cruz Blanca;Cartells;anònim;000354-C;935;64;Secció de Cartells (MNAC);1903;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27514807;;;;;;;;;;
14148;Abonos Sn. Isidro;Cartells;anònim;000382-C;137;97;Secció de Cartells (MNAC);1903;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27514809;;;;;;;;;;
14346;Exposición Internacional.Sociedad Nacional de Avicultores;Cartells;Antoni Utrillo Viadera;000380-C;2084;77;Secció de Cartells (MNAC);1902;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27514810;;;;;;;;;;
14634;Pianos Cassadó & Moreu;Cartells;Antoni Utrillo Viadera;000397-C;211;776;Secció de Cartells (MNAC);1900;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27514814;;;;;;;;;;
14739;Sense títol (Museu Nacional d'Art de Catalunya, inv 000242-C);Cartells;Armand François Joseph Henrion;000242-C;1586;73;Secció de Cartells (MNAC);1897;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27514816;;;;;;;;;;
14735;Sense títol (Museu Nacional d'Art de Catalunya, inv 000094-C);Cartells;Armand François Joseph Henrion;000094-C;953;727;Secció de Cartells (MNAC);1899;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27514818;;;;;;;;;;
14300;Deuxième Exposition Internationale d'Art Photographique;Cartells;Q2871159;000281-C;874;129;Secció de Cartells (MNAC);1896;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27514820;;;;;;;;;;
14647;Protection de l'enfance, Spa;Cartells;Q2871159;000148-C;204;72;Secció de Cartells (MNAC);1901;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27514822;;;;;;;;;;
