Nid;Títol;Tipus;Autor;Num. Inventari;Alçada;Amplada;Col·lecció;Inici;Imatge;Subjecte representat;Localització;Col·lecció;Carrer;Codi catàleg;Coordenades;Diócesis;Estatus;Gènere;Material utilitzat;Part de;Població;Wikilink
3758;Divina Pastora 116*;Escultura;Josep Llimona i Bruguera;;;;;;;;;;;;;;;;;;Barcelona;http://www.wikidata.org/entity/Q26836121
3759;Doctor Barrachina (Museu d'Art Modern de Tarragona, inv 3054);Escultura;Julio Antonio;;;;;;;;;;;;;;;;;;;http://www.wikidata.org/entity/Q24257005
3760;Doctor Barrachina (Museu d'Art Modern de Tarragona, inv 3279);Escultura;Julio Antonio;;;;;;;;;;;;;;;;;;;http://www.wikidata.org/entity/Q24258301
3761;Dolorosa;Escultura;Anonimat;;;;;;;;;;;;;;;;;;;http://www.wikidata.org/entity/Q23813328
3762;Dona d'Amposta (Museu d'Art Modern de Tarragona, inv 5141);Escultura;Emili Fontbona i Ventosa;;;;;;;;;;;;;;;;;;;http://www.wikidata.org/entity/Q24258403
3763;Dona del farcell;Escultura;Enric Casanovas i Roy;;;;;;http://commons.wikimedia.org/wiki/Special:FilePath/Casa%20Mas%C3%B3%20inv.%20315.2.jpg;;;;;;;;;;;;Girona;http://www.wikidata.org/entity/Q23015860
3764;Dues figures femenines neoclàssiques;Escultura;Antoni Parera i Saurina;;;;;;;;;;;;;;;;;;;http://www.wikidata.org/entity/Q23901951
3765;Eduardo Chicharro (Museu d'Art Modern de Tarragona, inv 3023);Escultura;Julio Antonio;;;;;;;;;;;;;;;;;;;http://www.wikidata.org/entity/Q24256971
3766;Eduardo Chicharro (Museu d'Art Modern de Tarragona, inv 3219);Escultura;Julio Antonio;;;;;;;;;;;;;;;;;;;http://www.wikidata.org/entity/Q24258286
3767;El Bany 177;Escultura;Josep Llimona i Bruguera;;;;;;;;;;;;;;;;;;;http://www.wikidata.org/entity/Q26836001
3768;El Bany 177a;Escultura;Josep Llimona i Bruguera;;;;;;;;;;;;;;;;;;Barcelona;http://www.wikidata.org/entity/Q26836000
3769;El Bany 177b;Escultura;Josep Llimona i Bruguera;;;;;;;;;;;;;;;;;;;http://www.wikidata.org/entity/Q26836002
3770;El Bon Pastor;Escultura;Josep Llimona i Bruguera;;;;;;;;;;;;;;;;;;Sant Sebastià;http://www.wikidata.org/entity/Q26836003
3771;El Dolor i la Resignació;Escultura;Josep Llimona i Bruguera;;;;;;;;;;;;;;;;;;Barcelona;http://www.wikidata.org/entity/Q26836008
3772;El Dret Canònic;Escultura;Josep Llimona i Bruguera;;;;;;;;;;;;;;;;;;Barcelona;http://www.wikidata.org/entity/Q26836011
3773;El Dret Romà;Escultura;Josep Llimona i Bruguera;;;;;;;;;;;;;;;;;;Barcelona;http://www.wikidata.org/entity/Q26836012
3774;El Fill 185;Escultura;Josep Llimona i Bruguera;;;;;;;;;;;;;;;;;;;http://www.wikidata.org/entity/Q26836015
3775;El Fill 185a;Escultura;Josep Llimona i Bruguera;;;;;;;;;;;;;;;;;;Barcelona;http://www.wikidata.org/entity/Q26836013
3776;El Fill Pròdig;Escultura;Josep Llimona i Bruguera;;;;;;;;;;;;;;;;;;Barcelona;http://www.wikidata.org/entity/Q26836016
3777;El Forjador 153;Escultura;Josep Llimona i Bruguera;;;;;;;;;;;;;;;;;;Barcelona;http://www.wikidata.org/entity/Q26836022
3778;El Forjador 153*;Escultura;Josep Llimona i Bruguera;;;;;;;;;;;;;;;;;;Sabadell;http://www.wikidata.org/entity/Q26836018
3779;El Forjador 153a;Escultura;Josep Llimona i Bruguera;;;;;;;;;;;;;;;;;;Barcelona;http://www.wikidata.org/entity/Q26836019
3780;El Forjador 153b;Escultura;Josep Llimona i Bruguera;;;;;;;;;;;;;;;;;;Barcelona;http://www.wikidata.org/entity/Q26836021
